stratigraphic aspect,3
pre-salt area,3
field,3
carbon dioxide,3
oil water contact,3
gas condensate,3
fluid contact,3
salt base,3
saddle,3
intercalation,3
structural apex,3
platform top,3
alkaline lake water,3
sediment water interface,3
deep lacustrine environment,3
core sample,3
rift system,3
lithostratigraphy,3
siliciclastic,3
evaporite deposition,3
rift basin,3
geological structure,3
structural framework,3
stratigraphic framework,3
gneiss,3
fabric,3
stratigraphic architecture,3
lacustrine carbonate system,3
lacustrine basin,3
marine system,3
lateral variation,3
sequence boundary,3
south atlantic,3
carbonate factory,3
accommodation space creation,3
aggradational geometry,3
build-up,3
carbonate shale,3
chaotic seismic facies,3
chloride,3
coquina deposit,3
continental sediment,3
continental siliciclastic,3
debris flow,3
extensional basin,3
fault displacement,3
geological history,3
high amplitude reflector,3
hydrocarbon seal,3
isopach map,3
lithospheric stretching,3
lithostratigraphic unit,3
oil reserve,3
organic-rich shale,3
palaeoecologically significant fossil,3
plate separation,3
presalt reservoir,3
reflector,3
rift super-sequence,3
shallow condition,3
structural feature,3
sulphate,3
tectonic history,3
thermal anomaly,3
topography,3
vertical heterogeneity,3
volcanic source area,3
wedge geometry,3
gondwana breakup,3
south atlantic opening,3
ultra-deep water,3
siliciclastic sediment,3
climate change,3
conglomerate,3
sylvinite,3
oceanic crust,3
base salt,3
reflector termination,3
density,3
basement high,3
continental environment,3
shallow marine environment,3
arenite,3
arid climate,3
climate,3
claystone,3
compaction,3
conceptual model,3
deep lake,3
depositional sequence,3
fascicular calcite crust,3
hydrothermal process,3
lithologic type,3
mg-clay,3
moldic porosity,3
neomorphism,3
passive-margin basin,3
pore type,3
pyrite,3
reworked spherulite,3
rifted margin,3
sag stage,3
sedimentological evolution,3
shoreface,3
silica precipitation,3
sparite,3
stratigraphic evolution,3
syngenetic magnesian clay mineral,3
talc,3
tectonic evolution,3
shallow lake,3
evaporitic lake,3
seismic geometry,3
detrital sediment,3
precambrian,3
mg-silicate clay,3
syn-depositional faulting,3
post-depositional faulting,3
pre-salt play,3
carbonate mud,3
uplift,3
geochemical modeling,3
salt basin,3
strike,3
pre-salt structure,3
platform,3
slope,3
seismic response,3
carbonate sequence,3
structural closure,3
diagenetic history,3
accommodation,3
alkalinity,3
asymmetric spherulite,3
chemical precipitation,3
clay mineral,3
co2 degassing,3
coarse sand,3
cycle,3
depositional condition,3
depositional energy,3
evolution,3
facies analysis,3
facies succession,3
fetch,3
free water level,3
geochemical analysis,3
ion concentration,3
lake level,3
lake margin,3
layer,3
magnesian clay,3
mica,3
miliolid foraminifer,3
mineral,3
nucleation,3
reworked carbonate,3
saponite,3
sedimentary process,3
sedimentary structure,3
sequence stratigraphy,3
sorting,3
stratigraphic surface,3
stratigraphic zone,3
thickness variation,3
tectonic setting,3
alkaline lacustrine environment,3
water column,3
microcrystalline dolomite,3
calcite precipitation,3
fascicular calcite,3
microbial carbonate,3
thrombolite,3
microbial origin,3
intraclastic deposit,3
carbonate section,3
fracture zone,3
carbonate deposition,3
lake-level oscillation,3
water chemistry,3
abiotic model,3
carbonate mineral,3
siltstone,3
regional seal,3
grain,3
well-rounded grain,3
fragmentation,3
flow barrier,3
sulfide,3
base level,3
rock,3
well correlation,3
spherulitic carbonate,3
depositional history,3
geobody,3
seismic horizon,3
alluvial fan,3
carbonate accumulation,3
depositional pattern,3
hinge line,3
igneous intrusion,3
thinning,3
eodiagenetic process,3
hydrothermal alteration,3
rift supersequence,3
post-rift supersequence,3
carbonate grainstone,3
stratigraphic level,3
cross-lamination,3
high-frequency cycle,3
lake level decrease,3
low amplitude,3
spherulitestone,3
vertical resolution,3
isotopic composition,3
compartmentalization,3
rift stage,3
seismic resolution,3
seismic volume,3
growth strata,3
vertical variation,3
migration pathway,3
tachyhydrite,3
buildup,3
internal unconformity,3
stratigraphic control,3
subaerial erosion,3
seismic section,3
hydrocarbon exploration,3
impedance contrast,3
paleobathymetry,3
alga,2
alluvial fan system,2
american continent,2
carbonate sedimentology,2
charophyte,2
cyclicity,2
diagenetic modification,2
drift super-sequence,2
early barremian,2
facies pattern,2
gondwana supercontinent,2
half-graben system,2
interval,2
lake setting,2
megasequence,2
microfacies,2
oncoidal grainstone,2
plug,2
post-rift,2
pre-rift,2
shrubby structure,2
sidewall sample,2
south atlantic ocean opening,2
super-sequence,2
geologic aspect,2
pre-salt province,2
appraisal well,2
recoverable volume,2
gas,2
sea bottom,2
gas oil ratio,2
pressure gradient,2
non-reservoir,2
gas water contact,2
pressure,2
high,2
hydrocarbon show,2
fluid nature,2
gas cap,2
oil layer,2
prospect,2
fluid volume,2
reservoir size,2
condensate in place,2
carbon dioxide contamination,2
thermal recrystallization,2
fluid sampling,2
synrift,2
sag interval,2
presalt section,2
high permeability,2
low-energy environment,2
stable isotope data,2
geophysics,2
stratum,2
geological modeling,2
bioclastic rudstone,2
extension,2
structural relief,2
onset of rifting,2
petrographic study,2
hydrothermal fluid,2
tectonic regime,2
precambrian basement,2
magmatism,2
kinematics,2
basin margin,2
shallow carbonate platform,2
salt deposit,2
belt,2
orogeny,2
brittle deformation,2
oblique extension,2
seismic-scale geometry,2
sequence-stratigraphic architecture,2
lateral distribution,2
subsidence pattern,2
palaeowind direction,2
lowstand,2
hydrocarbon play,2
discovery,2
development,2
aggradational character,2
aggradational progradational carbonate platform,2
basement composition,2
basin tectonic,2
bioclastic packstone,2
carbonate facies development,2
carbonate sedimentation process,2
chaotic reflection,2
climatic factor,2
coquina bank,2
crystalline basement,2
deposition phase,2
erosive truncation,2
extensional tectonic setting,2
fault development,2
fault distribution,2
fault movement rate,2
fault orientation,2
fluid conductor,2
geological behavior,2
geological feature,2
geological horizon,2
geological sedimentation,2
high-energy condition,2
homogeneous basement,2
horst-graben system,2
hydrodynamic,2
inclined surface,2
interval thickness,2
lacustrine coquina,2
lithosphere,2
low amplitude reflector,2
low angle basement fabric,2
low frequency,2
medium amplitude reflector,2
medium continuity,2
metasediment,2
normal fault generation,2
onlap configuration,2
onlap marking,2
permoporous characteristic,2
plane-parallel seismic facies,2
presalt interval,2
presalt zone,2
prevailing facies,2
progradational character,2
progradational seismic facies,2
rifting tectonic regime,2
sag phase sedimentation,2
salt limit,2
sedimentary-tectonic context,2
seismic amplitude,2
seismic parameter,2
seismic reflection termination interpretation,2
sequence base,2
shell fragment,2
siliciclastic deposit,2
subparallel configuration,2
syn-rift segment,2
synrift interval,2
tectonic behavior,2
tectonic event,2
thickness analysis,2
uplifted area,2
wavy configuration,2
tectonic movement,2
supercontinent,2
aptian age,2
talc-stevensite composition,2
marine incursion,2
microbial limestone,2
geodynamic evolution,2
asthenospheric uplift,2
continental flood basalt,2
discontinuity,2
layer thickness,2
horizon,2
seafloor,2
seismic unit,2
halokinesis,2
stratified salt,2
seismic velocity,2
structural control,2
conduit,2
alkaline condition,2
aragonite,2
calcite cement,2
calcite cementation,2
calcite shrub,2
chalcedony,2
chemical precipitate,2
chert,2
clay dissolution,2
clay fraction,2
coalescent crust,2
compositional feature,2
continental carbonate,2
crystal habit,2
deep lacustrine setting,2
elemental mineral composition,2
eodiagenesis,2
fascicular-optic calcite,2
fibrous crystal,2
gastropod,2
geological age,2
groundwater flow,2
high porosity,2
hydrocarbon recovery,2
hydrothermal fluid circulation,2
illite,2
illite smectite,2
intercrystalline pore,2
intracratonic tholeiitic volcanism,2
intraparticle pore,2
lake water chemistry,2
lithospheric extension,2
lump of microcrystalline calcite,2
macroporosity,2
magnesian clay deposit,2
microbial laminite,2
microbial stromatolite,2
microstylolite,2
mimetic replacement,2
ooidal arenite,2
open fracture,2
original fabric,2
paragenetic relationship,2
passive margin,2
permeability evolution,2
phosphatic bioclast,2
poorly sorted,2
porosity evolution,2
porosity redistribution,2
primary constituent,2
primary porosity,2
prismatic quartz,2
proximal clastic sediment,2
pseudomatrix,2
quantitative petrography,2
rhombohedral crystal,2
rock fragment,2
salinity,2
sedimentary input,2
seismic stratigraphy,2
shallow-water environment,2
shrinkage crack,2
silica replacement,2
siliciclastic mud,2
sphalerite,2
stevensitic claystone,2
storm event,2
stratigraphic process,2
subaqueous environment,2
tectonism,2
textural feature,2
viscous medium,2
vuggy porosity,2
burial,2
marine evaporite,2
accretion,2
progradational geometry,2
gas field,2
hyper-alkaline lake,2
sea level,2
marine carbonate system,2
seismic characteristic,2
lithologic characteristic,2
grain type,2
fibrous calcite,2
fresh water,2
microbial macrostructure,2
microbial microstructure,2
chemical condition,2
source,2
reverse time migration,2
pre-stack depth migration,2
lake level fall,2
carbonate precipitation,2
organism,2
tufa deposit,2
tufa,2
travertine ridge,2
topset,2
seismic feature,2
truncated reflector,2
antecedent topography,2
evaporite sequence,2
evaporitic lake model,2
base of evaporite sequence,2
local tectonism,2
thickening,2
presalt carbonate,2
flow unit,2
rock typing,2
flow zone indicator,2
porosity generation,2
static model,2
dynamic model,2
flow behavior,2
fluid movement,2
lithological facies,2
porosity obliteration,2
3d geological model,2
absolute permeability,2
wedge model,2
seismic inversion,2
alkaline environment,2
aptian section,2
bioclastic carbonate,2
biological activity,2
biological process,2
brecciation,2
cenomanian,2
clay aggregate,2
coalescence,2
core analysis,2
cross-stratification,2
current,2
deposit,2
diagenetic origin,2
displacement,2
evaporation rate,2
external geometry,2
fault activity,2
feldspar,2
fibro-radial texture,2
fragment,2
group,2
history match,2
in situ carbonate,2
lacustrine carbonate rock,2
lacustrine setting,2
lake chemistry,2
lake floor,2
lake shoreline,2
lake water,2
lithotype,2
magnesian clay mineral,2
magnesium silicate,2
marine influence,2
microbial activity,2
microbial influence,2
microbial mat,2
micritic nucleus,2
mineralogy,2
muddy sediment,2
ostracod bioclast,2
package,2
paleotopography,2
pore,2
precipitation rate,2
radiogenic strontium data,2
reservoir scale,2
restricted environment,2
restricted marine environment,2
reworked material,2
saline lacustrine environment,2
section,2
sepiolite,2
silica layer,2
siliciclastic rock,2
spherulitic claystone,2
stacking pattern,2
sulfate,2
syngenetic magnesian clay,2
valanginian,2
vertical growth,2
water body,2
water saturation,2
climatic condition,2
lacustrine sedimentation,2
micrite,2
lamina,2
interaggregate porosity,2
shrub fragment,2
leiolite,2
oncoid,2
pellet,2
bafflestone,2
calcirudite,2
carbonate sand,2
replacement product,2
depositional component,2
early diagenetic component,2
sediment mineralogy,2
micropeloidal texture,2
pre-salt sag section,2
coalesced spherulite,2
laminated mudstone,2
grain-supported fabric,2
volcanic clast,2
geological characterization,2
facies model,2
spherulitite,2
stratigraphic section,2
carbonate depositional rate,2
arid climatic condition,2
petrophysical analysis,2
textural component,2
mud-grade carbonate,2
dissolution process,2
primary reservoir,2
extensional tectonic regime,2
basin-fill history,2
talc-stevensitic composition,2
lacustrine water,2
microbialite lake system,2
gulf,2
reworked grain,2
dolomudstone,2
clay content,2
dolomite cement,2
reworked fragment,2
primary interparticle porosity,2
fracture porosity,2
pore volume,2
pore connectivity,2
current energy,2
travertine system,2
geochemistry,2
hydrodynamic condition,2
magnesium silicate gel,2
allochem,2
exposure,2
dolomite bridge,2
hydrothermal circulation,2
temporal distribution,2
spherulitic wackestone,2
breccia porosity,2
depositional factor,2
well log data,2
nodule,2
geological time,2
oil in place,2
tectono-stratigraphy,2
tectono-stratigraphic framework,2
natural gas,2
lake system,2
carbonate component,2
fluid composition,2
rms amplitude,2
origin,2
footwall,2
hanging wall,2
hybrid spectral decomposition,2
3d seismic data,2
aggradation,2
antithetic fault,2
clastic sediment,2
extensional fault,2
hydrocarbon system,2
initial deposition,2
internal reflector,2
intrusive rock,2
lacustrine facies,2
late cretaceous,2
marine carbonate platform,2
mesozoic,2
mineral stevensite,2
proterozoic,2
ridge,2
rift interval,2
sedimentary infill,2
shallow-water deposit,2
strata,2
structural depression,2
synthetic fault,2
volcanic,2
lacustrine carbonate deposit,2
bioclastic grainstone,2
diagenetic evolution,2
cementation,2
diagenetic alteration,2
carbonate fabric,2
precipitate,2
hydraulic fracturing,2
hot fluid,2
carbonate sediment,2
gondwana continent,2
neocomian,2
south atlantic ocean,2
drift supersequence,2
sylvite,2
3d modeling,2
en-echelon pattern,2
horst structure,2
salt sequence,2
seismic,2
structural analysis,2
barrier,2
closed lake,2
dip angle,2
endorheic basin,2
erosional surface,2
fair-weather wave base,2
fault block high,2
flooding event,2
laminated calcimudstone,2
laminated clay,2
low-frequency cycle,2
mg-clay mudstone,2
normal grading,2
pebble size,2
petroleum exploration,2
petrophysical characteristic,2
progradational pattern,2
regressive phase,2
retrogradational stacking pattern,2
reworked carbonate deposit,2
reworked sediment,2
reworking process,2
rounded grain,2
sediment supply,2
sidewall core,2
silicified carbonate,2
silicified clast,2
spherulite-dominated lithology,2
structural evolution,2
surf zone,2
transgressive phase,2
transitional zone,2
wavy lamination,2
well-sorted grain,2
preservation,2
syngenetic process,2
early diagenesis,2
complex reservoir,2
diagenetic product,2
petrographic analysis,2
paleoenvironmental condition,2
outer high,2
late aptian,2
south atlantic rift,2
block,2
kinematic buffer,2
neoproterozoic,2
rotated block,2
half-graben basin,2
production,2
pre-salt carbonate reservoir,2
oil-water contact,2
oil zone,2
aquifer,2
diagenetic event,2
complex basement,2
heterogeneous basement,2
tholeiitic basalt,2
bivalve rudstone,2
lacustrine origin,2
mud,2
radioactive shale,2
intra-alagoas unconformity,2
chronostratigraphic chart,2
palaeolake,2
alkaline lake system,2
facies deposition,2
hydrothermally altered silicified carbonate,2
continental setting,2
paleogene,2
central platform,2
seismic surface,2
internal reflection,2
chaotic internal reflection,2
amplitude continuity,2
structural context,2
high positive amplitude,2
silexite,2
gas phase,2
four-way closure,2
pay zone,2
3d volume,2
static modeling,2
effective porosity,2
free fluid,2
post-salt,2
variogram,2
net to gross,2
amplitude,2
calcite aggregate,2
continuity,2
depth conversion,2
evaporitic deposit,2
fascicular calcite shrub,2
low tectonic activity,2
microbial platform,2
petroleum field,2
relative age,2
surface,2
trend,2
volcanic high,2
rift succession,2
strontium isotope ratio,2
angular intraclast,2
borehole image log interpretation,2
carbon stable isotope data,2
closed lake deposit,2
component grain,2
contact,2
covariant trend,2
cycle model,2
debris apron,2
detrital deposit,2
dip slope,2
endorheic lake,2
escarpment,2
fault block crest,2
fining-upward trend,2
fish fossil,2
flooding pluvial event,2
fluid chemistry,2
foraminifer,2
freshening of lake water,2
grain abrasion,2
grain rounding,2
hydrological balance,2
lacustrine shoreline,2
lake level increase,2
lake level low,2
marine basin,2
matrix-supported texture,2
micrite matrix,2
normally graded lamina,2
oxygen stable isotope data,2
paleocurrent,2
paleoslope,2
ph condition,2
planar cross-bedding,2
planar lamination,2
platy intraclast,2
precipitated solid,2
primary carbonate,2
progressive evaporation,2
rudstone texture,2
seismically resolvable mound,2
sharp-based package,2
shrub-dominated facies,2
shrub framestone,2
spherulite-dominated facies,2
stable shoreline,2
stage,2
steeper escarpment slope,2
storm wave base,2
stratification,2
stratigraphic chart,2
stratigraphic restriction,2
textural maturity,2
tilted fault block,2
varve-like lamination,2
vertebrate remain,2
volcanic fragment,2
water residence time,2
spatial heterogeneity,2
carbonate body,2
sealing facies,2
seismic attenuation,2
seismic signal,2
coherence attribute,2
seismic trace,2
curvature attribute,2
anticline,2
low-frequency shadow,2
reservoir anomaly,2
orientation,2
reservoir architecture,2
amplitude anomaly,2
envelope attribute,2
carbonate environment,2
exploration target,2
in situ component,2
lake deposit,2
sediment transport,2
structural dip,2
subaerial exposure,2
breccia,2
fault edge,2
fault zone,2
porosity distribution,2
stratigraphic analysis,2
sonic log,2
density log,2
structural style,2
stratigraphic-sedimentological forward modeling,2
platform drowning,2
structural restoration,2
soluble salt,2
shallowing,2
﻿entidade,1
abiotic genesis,1
african conjugate margin,1
basalt extrusion,1
biostratigraphic framework,1
biotic genesis,1
breakup,1
carbonate rock classification,1
chemistry change,1
clast,1
continental basin,1
continental megasequence,1
core to microfacies analysis,1
diagenesis process,1
diagenetic facies,1
diagenetic petrography,1
diachronism,1
environmental scenario,1
evaporite unit,1
evolution over time,1
extension phase,1
facies approach,1
fluvial-deltaic environment,1
giant carbonate reservoir,1
high-resolution characterization,1
hydrocarbon habitat,1
hydro-geochemistry,1
in-situ grown carbonate,1
initial rifting,1
interconnected lake system,1
lake isolation,1
laminar crust,1
laminated argillaceous limestone,1
late hauterivian,1
marine megasequence,1
microbial genesis,1
microfacies analysis,1
non-marine alkaline lacustrine condition,1
ostracod biozonation,1
paleoenvironmental interpretation,1
paleohydrology,1
petrographic documentation,1
potential reservoir,1
process,1
proto-atlantic margin,1
regional flexural subsidence,1
reduced lake-level,1
reservoir facies quality,1
rock-based criterion,1
sedimentary characteristic,1
sedimentary infilling,1
sedimentary nature,1
shallow low-gradient lake,1
siliciclastic succession,1
small lake,1
south atlantic margin,1
stromatolitic fabric,1
subfacies type,1
terminology,1
terrestrial environment,1
textural classification,1
thermal sag,1
thin-section,1
time period,1
timing of rifting,1
topographic-bathymetric configuration,1
traditional nomenclature,1
transitional megasequence,1
tuff,1
unusual carbonate facies,1
western south atlantic pre-salt basin,1
province,1
low potential area,1
oil quality,1
evaporite top,1
reservoir top,1
basement top,1
condensate gas ratio,1
condensate,1
contamination,1
presalt stratigraphy,1
mollusk packstone,1
saline lake,1
fresh lake,1
silica-rich buildup,1
isolated buildup,1
evaporated lake,1
shrubby boundstone,1
dendritic boundstone,1
microbial boundstone,1
intraclast spherulite grainstone,1
shallow water environment,1
microbial chert,1
organic buildup,1
vuggy pore,1
primary pore,1
calcitic grain,1
argillaceous dolomite,1
deep sag environment,1
silica-rich lake water,1
shallow lake floor,1
organic-rich mudstone,1
exploration geophysics,1
exploration geology,1
regional analysis,1
prospect generation,1
carbonate diagenesis,1
post-rift system,1
pre-salt sedimentary record,1
strain distribution,1
rift-related deformation,1
syn-rift succession,1
fault activity pattern,1
transtension,1
tectonic inversion,1
hybrid deposit,1
transitional stage,1
compression,1
geochronological data,1
dyke emplacement,1
ocean break-up,1
wellbore,1
potential field data,1
basin-wide fault,1
structural mapping,1
geochemical study,1
hydrothermal diagenesis,1
subsurface resources geology,1
basement property,1
sedimentary column,1
syn-rift sequence deposition,1
depositional architecture,1
seismic architecture,1
syn-rift horizon,1
tectono-stratigraphy of rift basin,1
brittle reactivation,1
geochronological control,1
rift-related fault framework,1
rift tectono-stratigraphic framework,1
post-rift tectono-stratigraphic framework,1
phase of rifting,1
magma-poor break-up stage,1
magma-rich break-up stage,1
tectonic feature,1
necking zone,1
continent ocean boundary,1
anomalous rifting,1
rift-related subsidence,1
continental slope,1
shallow water domain,1
rift fault block,1
throw,1
basement unit,1
terrane,1
tectonic domain,1
magmatic body,1
transpressional regime,1
polyphase amalgamation,1
orthogneiss,1
migmatization,1
metamorphism,1
ductile structure,1
collisional event,1
structural grain,1
dyke swarm,1
basement metamorphic grain,1
polyphase evolution,1
alkaline dyke,1
tholeiitic dyke,1
orogenic collapse,1
tectonically quiescent period,1
onshore basement domain,1
dyke,1
u-pb concordia age,1
geochemical signature,1
basalt flood,1
large igneous province,1
syn-rift,1
seismic stratigraphic analysis,1
vertical distribution,1
abiotic component,1
microbial component,1
lacustrine carbonate accumulation,1
carbonate production profile,1
basement topography,1
basinal filling pattern,1
lake-bottom topography,1
platform margin trajectory,1
clinoform package,1
syndepositional tectonic,1
presalt play,1
appraisal,1
discovery well,1
lacustrine source rock,1
salt interval,1
heat buffer,1
overmaturation,1
non-reservoir unit,1
open ocean,1
marine counterpart,1
nonmarine carbonate particle,1
modern analogue,1
ancient analogue,1
amplitude contrast,1
amplitude information,1
angular relationship,1
absence of internal reflection,1
basement pattern,1
basement seismic facies,1
bivalve coquina,1
bottom sediment,1
carbonate parallel architecture,1
clastic sediment deposit,1
coquina bank compartmentalization,1
coquina bank sectioning,1
continental crust stretching,1
continental crust thinning,1
controlling fault,1
dip-slip fault,1
excellent reservoir,1
exploratory interpretation,1
extension direction,1
extension effort,1
favorable environmental condition,1
fault interpretation,1
fine sediment,1
formation thickness,1
fragmented configuration,1
future modeling,1
generator rock amount,1
geological information,1
gondwana amalgamation,1
gondwana fragmentation,1
good permoporous coquina,1
granite,1
high amplitude characteristic,1
high location,1
high structural fault edge,1
horizontal strata,1
horst and graben configuration,1
inner coquina,1
lake bottom pattern,1
layer activity,1
layer history,1
low amplitude reflector behavior,1
main reservoir,1
migration smile,1
nonmarine carbonate succession,1
oil and gas exploration,1
oil and gas production,1
oil equivalent volume,1
onlap relationship,1
original seismic,1
overlain by evaporite,1
plane-parallel geometry,1
post-stacked depth migration,1
precambrian age,1
pre-existing fabric,1
pre-formed fault,1
presalt exploration area,1
presalt exploration target,1
presalt fault,1
presalt reservoir rock,1
production area,1
production capacity,1
regional context,1
reservoir interval thickness,1
rift deepening,1
rift phase structural high,1
rift widening,1
sag section fault,1
sediment source,1
sedimentary accommodation space,1
sedimentary layer,1
sedimentary-tectonic history,1
shrub spherulite laminate,1
strain softening process,1
stratigraphic unit boundary,1
strata slope,1
structural high central part,1
structural smoothing filter,1
super-giant field,1
tectonic platform,1
thickness increase,1
time segment,1
unconformity interpretation,1
upper rift fault,1
upper surface,1
wedge generation,1
sedimentary environment,1
brazilian continental margin,1
tectono-stratigraphic evolution model,1
velocity model,1
salt thickness variation,1
offshore continental margin,1
exploratory basin,1
exploratory play,1
hotspot,1
ductile behavior,1
seafloor spreading,1
passive margin basin,1
depositional supersequence,1
sedimentary record,1
hauterivian age,1
eoaptian age,1
albian age,1
basaltic dyke swarm,1
calcirrudite,1
dolomitized pelecypoda shell,1
coquina fragment,1
magnesium clay,1
tachydrite,1
seafloor structure,1
dry climate,1
hot climate,1
extensional process,1
lithospheric underlining,1
block rotation,1
rift episode,1
continental volcanism,1
oceanic volcanism,1
principal fault,1
rift block,1
regional erosive discordance,1
breakup unconformity,1
aptian carbonate deposition,1
passive margin phase,1
free marine zone,1
shallow albian carbonaceous platform,1
siliciclastic sequence,1
sediment influx,1
seismic reflection configuration,1
subsurface,1
layer depth,1
interval velocity,1
top salt,1
top rift,1
top intra-rift,1
flood surface,1
sedimentary thickness,1
lower rift sequence,1
upper rift sequence,1
lower post-rift sequence,1
upper post-rift sequence,1
brittle behavior,1
transparent seismic facies,1
prograding seismic facies,1
divergent seismic facies,1
syntectonic deposition,1
even parallel seismic facies,1
subparallel seismic facies,1
plane-parallel reflector,1
agradational process,1
massive salt,1
acoustic impedance contrast variation,1
saucer-shaped body,1
lopolith,1
lateral compartmentation,1
interdigitation,1
plastic behavior,1
salt diapir,1
depth structure,1
rift depocenter,1
petroleum system perturbation,1
migration process,1
oil transport,1
mineralogical composition variation,1
differential burial,1
gravitational instability,1
seismic signature,1
fault propagation,1
abrasion of bivalve shell,1
abiotic carbonate precipitation,1
abiotic clay mineral precipitation,1
acidic pore water,1
accumulated carbonate,1
accumulated clay,1
algal origin,1
alkaline lacustrine water,1
alteration (geological process),1
aluminum-phosphate-sulfate mineral,1
analogous lacustrine reservoir,1
aptian (geological stage),1
aragonite dissolution,1
aragonite instability,1
articulated bioclast,1
authigenic fibrous silica,1
authigenic illite smectite clay,1
authigenic microcrystalline silica,1
authigenic non-magnesian clay mineral,1
bar fringe,1
